Handle,SEO Title,SEO Description,Product Category
copy-of-200-µl-pipette-tips-bulk-1000-bag,"200 µl Pipette Tips, No RNase, DNase, Endotoxin | Laguna Scientific","200 µl Pipette Tips, No RNase, DNase, Endotoxin from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
copy-of-replacement-adapter-pack-0-5ml-6-pk,"Replacement adapter pack, 0.2ml 6/pk | Laguna Scientific","Replacement adapter pack, 0.2ml 6/pk from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
replacement-adapter-pack-0-5ml-6-pk,"Replacement adapter pack, 0.5ml 6/pk | Laguna Scientific","Replacement adapter pack, 0.5ml 6/pk from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
block-12-x-5ml-centrifuge-tubes-17mm-diameter,"Block, 12 x 5ml centrifuge tubes (17mm diameter) | Laguna Scientific","Block, 12 x 5ml centrifuge tubes (17mm diameter) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
block-12x15-16mm-or-12x10ml-blood-tube,"Block, 12x15-16mm (or 12x10ml blood tube) | Laguna Scientific","Block, 12x15-16mm (or 12x10ml blood tube) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
block-20-x-13mm-or-20-x-5-7ml-blood-tube,"Block, 20 x 13mm (or 20 x 5/7ml blood tube) | Laguna Scientific","Block, 20 x 13mm (or 20 x 5/7ml blood tube) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
block-20-x-10mm-or-20-x-2-0ml,"Block, 20 x 10mm (or 20 x 2.0ml) | Laguna Scientific","Block, 20 x 10mm (or 20 x 2.0ml) from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
block-12-x-15ml-block-height-3-25-in,"Block, 12 x 15ml (block height: 3.25 in.) | Laguna Scientific","Block, 12 x 15ml (block height: 3.25 in.) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
block-24-x-0-5ml,"Block, 24 x 0.5ml | Laguna Scientific","Block, 24 x 0.5ml from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
block-24-x-1-5-2-0ml,"Block, 24 x 1.5/2.0ml | Laguna Scientific","Block, 24 x 1.5/2.0ml from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
block-24-x-1-5ml,"Block, 24 x 1.5ml | Laguna Scientific","Block, 24 x 1.5ml from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
quick-flip™-universal-block-side-1-holds-24-x-1-5ml-2-0ml-14-x-0-5ml-side-2-holds-6-x-pcr-strips-48-x-0-2ml-or-1-pcr-plate,Quick-Flip™ Universal block Side 1: Holds: 24 x | Laguna Scientific,Quick-Flip™ Universal block Side 1: Holds: 24 x 1.5ml/2.0ml from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
traditional-dry-baths-single-position,"Traditional Dry Baths, Single position | Laguna Scientific","Traditional Dry Baths, Single position from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
myfuge™-12-mini-centrifuge,MyFuge Mini Centrifuge with Combi-Rotor | Laguna Scientific,MyFuge Mini Centrifuge with Combi-Rotor from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment
microcentrifuge-tubes,Microcentrifuge Tubes | Laguna Scientific,"Microcentrifuge Tubes from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
pcr-plate,96-Well PCR Plates | Laguna Scientific,"96-Well PCR Plates from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
96-well-pcr-plate-half-skirt-abi-fast-1,"96-Well PCR Plate, Half Skirt, ABI Fast | Laguna Scientific","96-Well PCR Plate, Half Skirt, ABI Fast from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
96-well-pcr-plate-half-skirt,"96-Well PCR Plate, Half Skirt with single notch | Laguna Scientific","96-Well PCR Plate, Half Skirt with single notch from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
96-well-pcr-plate-half-skirt-abi-fast,"96-Well PCR Plate, Full Skirt | Laguna Scientific","96-Well PCR Plate, Full Skirt from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
96-well-pcr-plates-full-skirt,"96-Well PCR Plate, Half Skirt, ABI compatible | Laguna Scientific","96-Well PCR Plate, Half Skirt, ABI compatible from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
8-tube-strip-pcr-tubes-optically-clear-for-real-time-pcr-125-strips-bag,"8 Cap Strip Flat Cap, Optically Clear for Real-Time | Laguna Scientific","8 Cap Strip Flat Cap, Optically Clear for Real-Time PCR from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
pcr-tubes-flat-top-cap-optically-clear-for-real-time-pcr-1000-bag,"PCR Tubes, Flat top cap ,Optically Clear for Real | Laguna Scientific","PCR Tubes, Flat top cap ,Optically Clear for Real Time from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
384-well-pcr-plates-full-skirt-single-notch-corner-at-a24-and-p24,"384-Well PCR Plates, Full Skirt | Laguna Scientific","384-Well PCR Plates, Full Skirt from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
pcr-plates,"384-Well PCR Plates, Half Skirt | Laguna Scientific","384-Well PCR Plates, Half Skirt, Fits Roche LightCycler® 480 from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
48-well-multi-well-cell-culture-plates-1-plate-bag-100-cs,"48 Well, Multi Well Cell Culture Plates | Laguna Scientific","48 Well, Multi Well Cell Culture Plates, 1 plate/bag, 100/cs from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
15-ml-conical-centrifuge-tubes-bulk-sterile-500-cs,"15 ml Conical Centrifuge Tubes, Bulk, Sterile | Laguna Scientific","15 ml Conical Centrifuge Tubes, Bulk, Sterile, 500/case from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
50-ml-conical-centrifuge-tubes-bulk-sterile-500-cs,"50 ml Conical Centrifuge Tubes, Bulk, Sterile | Laguna Scientific","50 ml Conical Centrifuge Tubes, Bulk, Sterile, 500/cs from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
reagent-reservoirs-sterile,"Reagent reservoirs, STERILE, 1/bag, 80/box | Laguna Scientific","Reagent reservoirs, STERILE, 1/bag, 80/box from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
blue-disposable-underpads-large-size-23-x-36-150-cs,"Heavy Absorbency 30"" x 30"" Quilted Bed Pads | Laguna Scientific","Heavy Absorbency 30"" x 30"" Quilted Bed Pads from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
smartglow-ps-pre-stain-1-ml,"SmartGlow PS (Pre Stain), 1 ml | Laguna Scientific","SmartGlow PS (Pre Stain), 1 ml from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
bovine-serum-albumin-bsa,"Bovine Serum Albumin (BSA), Fraction V | Laguna Scientific","Bovine Serum Albumin (BSA), Fraction V, Protease Free from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
96-well-no-skirt-clear-raised-plate-0-2-ml-10-pk,"96 Well, No-Skirt, clear Raised plate,0.2 ml, 10/pk | Laguna Scientific","96 Well, No-Skirt, clear Raised plate,0.2 ml, 10/pk from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
hotplate-stirrer,Hotplate Stirrer | Laguna Scientific,"Hotplate Stirrer from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
enduro™-uv-transilluminators,ENDURO™ UV Transilluminators | Laguna Scientific,"ENDURO™ UV Transilluminators from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
multigene™-optimax-thermal-cycler,MultiGene Optimax Thermal Cycler | Laguna Scientific,"MultiGene Optimax Thermal Cycler from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
thermal-cycler,TC 9639 Gradient Thermal Cycler | Laguna Scientific,"TC 9639 Gradient Thermal Cycler from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
taq-polymerase-thermostable-dna-polymerase,"Taq Polymerase, (thermostable DNA polymerase) | Laguna Scientific","Taq Polymerase, (thermostable DNA polymerase) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
cardboard-freezer-box-3-inch-10-pk,"3 inch Cardboard (Freezer) Box, 10/pk | Laguna Scientific","3 inch Cardboard (Freezer) Box, 10/pk from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
mini-incubator-with-heat-and-cool,"Mini Digital Incubator, with heating and cooling | Laguna Scientific","Mini Digital Incubator, with heating and cooling from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
mini-incubator-heat-only,"Mini Digital Incubator, with heating only | Laguna Scientific","Mini Digital Incubator, with heating only from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
mini-incubator,Mini Incubator | Laguna Scientific,"Mini Incubator from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment > Laboratory Ovens
transfer-pipettes,transfer Pipettes | Laguna Scientific,"transfer Pipettes from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
1000-µl-pipette-tips,"1000 µl Pipette Tips, No RNase, DNase | Laguna Scientific","1000 µl Pipette Tips, No RNase, DNase, PCR inhibitors from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
pcr-reagents,PCR Reagents | Laguna Scientific,"PCR Reagents from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
chemicals,Chemicals | Laguna Scientific,"Chemicals from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Chemicals
gel-loading-tips,Gel loading Tips | Laguna Scientific,"Gel loading Tips from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
aami-level-1-2-isolation-gowns,Blue Isolation Gowns - Disposable 100/Case | Laguna Scientific,Blue Isolation Gowns - Disposable 100/Case from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Apparel & Accessories
disposable-inoculating-loop-10-µl-sterile-500-box,"Disposable Inoculating Loop,10 µl, Sterile, 500/box | Laguna Scientific","Disposable Inoculating Loop,10 µl, Sterile, 500/box from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
biopette™-a-autoclavable-multichannel-pipettes,Biopette™ A Autoclavable Multichannel Pipettes | Laguna Scientific,Biopette™ A Autoclavable Multichannel Pipettes from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
biopette-plus-variable-volume-pipettes-w-tip-ejector,"BioPette Plus, Variable Volume Pipettes w/ Tip | Laguna Scientific","BioPette Plus, Variable Volume Pipettes w/ Tip Ejector from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
dispenser-syringe-tips-for-repeater-pipette-100-pk-available-from-0-5-to-50-ml-each-tip-capacity,Dispenser Syringe Tips for repeater Pipette | Laguna Scientific,Dispenser Syringe Tips for repeater Pipette from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory
filter-pipette-tips-1000-µl-pipette-tipsl-racked-sterile-96-tips-box-10-box-cs,"1000 µl Filter Pipette Tips, No RNase, DNase | Laguna Scientific","1000 µl Filter Pipette Tips, No RNase, DNase, Endotoxin from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
filter-pipette-tips-200-µl-racked-sterile-96-tips-box-10-box-cs,"200 µl Filter Pipette Tips, No RNase, DNase | Laguna Scientific","200 µl Filter Pipette Tips, No RNase, DNase, Endotoxin from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
filter-pipette-tips-10-µl-racked-sterile-96-tips-box-10-box-cs,"10 µl Pipette Tips, No RNase, DNase, Endotoxin | Laguna Scientific","10 µl Pipette Tips, No RNase, DNase, Endotoxin from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
gel-loading-tips-flat-racked-200-tips-rack-4racks-box,"Gel loading Tips, round, 200 tips/ Rack; 4Racks/box | Laguna Scientific","Gel loading Tips, round, 200 tips/ Rack; 4Racks/box from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
gel-loading-tips-flat-racked-200-tips-1-rack,"Gel loading Tips, Flat, Racked, 200 tips/ 1 Rack | Laguna Scientific","Gel loading Tips, Flat, Racked, 200 tips/ 1 Rack from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
pipette-tips-1000-µl-racked-sterile-96-tips-box-10-box-cs,"1000 µl Pipette Tips, No RNase, DNase | Laguna Scientific","1000 µl Pipette Tips, No RNase, DNase, PCR inhibitors from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
pipette-tips-1000-µl-racked-96-tips-box-10-box-cs,"1000 µl Pipette Tips, No RNase, DNase | Laguna Scientific","1000 µl Pipette Tips, No RNase, DNase, PCR inhibitors from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
pipette-tips-1000-µl-bulk-1000-bag,"1000 µl Pipette Tips, No RNase, DNase | Laguna Scientific","1000 µl Pipette Tips, No RNase, DNase, PCR inhibitors from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
pipette-tips-200-µl-bulk-1000-bag,"200 µl Pipette Tips, No RNase, DNase, Endotoxin | Laguna Scientific","200 µl Pipette Tips, No RNase, DNase, Endotoxin from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
4-oz-specimen-containers-sterile-100-case,"Specimen Containers, 4 ounce, Sterile | Laguna Scientific","Specimen Containers, 4 ounce, Sterile from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Specimens
4-x-4-non-woven-gauze-sponze,"4"" x 4"" Non-woven Gauze sponze | Laguna Scientific","4"" x 4"" Non-woven Gauze sponze from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Health & Beauty
96-well-u-bottom-multi-well-cell-culture-plates-1-plate-bag-100-cs,"96 Well U-bottom, Multi Well Cell Culture Plates | Laguna Scientific","96 Well U-bottom, Multi Well Cell Culture Plates from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
96-well-flat-bottom-multi-well-cell-culture-plates-1-plate-bag-100-cs,"96 Well-Flat bottom, Multi Well Cell Culture | Laguna Scientific","96 Well-Flat bottom, Multi Well Cell Culture Plates from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
24-well-multi-well-cell-culture-plates-1-plate-bag-100-cs,24 Well Multi Well Cell Culture Plates | Laguna Scientific,"24 Well Multi Well Cell Culture Plates, 1 plate/bag, 100/cs from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
12-well-multi-well-cell-culture-plates-1-plate-bag-100-cs,12 Well Multi Well Cell Culture Plates | Laguna Scientific,"12 Well Multi Well Cell Culture Plates, 1 plate/bag, 100/cs from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
x-gal-5-bromo-4-chloro-3-indolyl-ss-d-galactopyranoside-5-gm-bottle,"X-GAL, 5-Bromo-4-Chloro-3-Indolyl-ß-D-Galactopyranos | Laguna Scientific","X-GAL, 5-Bromo-4-Chloro-3-Indolyl-ß-D-Galactopyranoside from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Chemicals
latex-gloves-powder-free-1000-box,"Disposable Latex Gloves, Powder-Free | Laguna Scientific","Disposable Latex Gloves, Powder-Free, 1000/case (10 boxes) from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Medical > Medical Supplies > Disposable Gloves
thermalseal-rt-real-time-sealing-film-100-box,"ThermalSeal RT Real Time Sealing Film, 100/box | Laguna Scientific","ThermalSeal RT Real Time Sealing Film, 100/box from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
alumaseal-ii-aluminium-sealing-films-sterile-100-box,"AlumaSeal II Aluminium Sealing Films, Sterile | Laguna Scientific","AlumaSeal II Aluminium Sealing Films, Sterile, 100/box from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
alumaseal-ii-aluminium-sealing-films-non-sterile-100-box,"AlumaSeal II Aluminium Sealing Films, Non sterile | Laguna Scientific","AlumaSeal II Aluminium Sealing Films, Non sterile, 100/box from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
plate-sealing-film-pcr-elisa-100-box,"Plate Sealing Film, (PCR, ELISA), 100/box | Laguna Scientific","Plate Sealing Film, (PCR, ELISA), 100/box from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
8-tube-strip-caps-for-pcr-tubes-120-strips-bag,"8 Tube Strip Caps for PCR Tubes, 120 strips/bag | Laguna Scientific","8 Tube Strip Caps for PCR Tubes, 120 strips/bag from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
8-tube-strip-pcr-tubes-120-strips-bag,"8 Tube Strip PCR Tubes, 120 strips/bag | Laguna Scientific","8 Tube Strip PCR Tubes, 120 strips/bag from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
attached-cap-strip-pcr-tubes-120-strips-bag,8-tube Strip PCR Tube with Attached Cap | Laguna Scientific,"8-tube Strip PCR Tube with Attached Cap, 120 strips/bag from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
pcr-tubes-flat-top-cap-1000-bag,"PCR Tubes, Flat top cap ,1000/bag | Laguna Scientific","PCR Tubes, Flat top cap ,1000/bag from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
2-0-ml-screw-cap-microtubes-sterile-500-bag,1.8 ml RED Screw Cap Microtubes with silicone | Laguna Scientific,1.8 ml RED Screw Cap Microtubes with silicone gasket from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
50-ml-conical-centrifuge-tubes-racked-sterile-500-cs,"50 ml Conical Centrifuge Tubes, racked, Sterile | Laguna Scientific","50 ml Conical Centrifuge Tubes, racked, Sterile, 500/cs from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
13-x-100-mm-polystyrene-test-tubes-2000-cs,"13 x 100 mm Polystyrene Test Tubes, 1000/cs | Laguna Scientific","13 x 100 mm Polystyrene Test Tubes, 1000/cs from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
biopette-plus-four-pack-starter-kit,NextPette Precision Pipettes | Laguna Scientific,"NextPette Precision Pipettes from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
styrofoam-box-100-place-10-pk,"Styrofoam Box, 100 place, 10/pk | Laguna Scientific","Styrofoam Box, 100 place, 10/pk from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
vortex-mixer,Vortex Mixer | Laguna Scientific,"Vortex Mixer from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
spectrafuge-24d-digital-microcentrifuge,Spectrafuge 24D Digital Microcentrifuge | Laguna Scientific,Spectrafuge 24D Digital Microcentrifuge from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment > Centrifuges
problot-35-deluxe-rocking-platform,ProBlot 35 Deluxe Rocking Platform | Laguna Scientific,"ProBlot 35 Deluxe Rocking Platform from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
problot-25-and-25xl-rockers,ProBlot 25 and 25XL Rockers | Laguna Scientific,"ProBlot 25 and 25XL Rockers from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
mini-labrollerrotator,Mini LabRollerRotator | Laguna Scientific,"Mini LabRollerRotator from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
gyromini-nutating-mixer,GyroMini Nutating Mixer | Laguna Scientific,"GyroMini Nutating Mixer from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Equipment
12-x-75-mm-polystyrene-test-tubes-1000-pk,"12 x 75 mm Polystyrene Test Tubes, 1000/pk | Laguna Scientific","12 x 75 mm Polystyrene Test Tubes, 1000/pk from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
pcr-tubes-dome-cap-1000-bag,"PCR Tubes, Dome cap, 1000/bag | Laguna Scientific","PCR Tubes, Dome cap, 1000/bag from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
15-ml-conical-centrifuge-tubes-racked-sterile-500-cs,"15 ml Conical Centrifuge Tubes, racked, Sterile | Laguna Scientific","15 ml Conical Centrifuge Tubes, racked, Sterile, 500/cs from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tubes
four-way-tube-rack-5-pk,"Four-Way Tube Rack, 5/pk | Laguna Scientific","Four-Way Tube Rack, 5/pk from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Test Tube Racks
cardboard-box-10-pk,"2 inch Cardboard (Freezer) Box, 10/pk | Laguna Scientific","2 inch Cardboard (Freezer) Box, 10/pk from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
